Date Added,Company,Website,Category,Region,Est. MRR Range,Revenue Confidence (0-100),Signals Used,Funding Status,Team Size,Source,X Handle,X Active,LinkedIn,Instagram,Discord,Email,Founder,Founder X,Founder LinkedIn,In-House Creative?,Fit Reasoning
2026-07-14,Jenni AI,https://jenni.ai,AI tools,US,$830k+,85,"$10M+ ARR (founder-public, David Park build-in-public); Bootstrapped except ~$100K angel money (founder-stated); 23 staff; Acquired Scholar AI (700k users, $22k MRR) Aug 2025 — cash acquirer, clearly profitable",lightly funded (~$100k angel only),23,foundersignal,whojenni,FALSE,,,,,David Park (Co-founder & CEO),Davidjpark96,https://www.linkedin.com/in/davidjpark96/,unknown,"AI academic-writing assistant grown almost entirely on short-form video marketing — founder @Davidjpark96 is a famously dense X poster (indexed thru Aug 2025, index lag; inferred active). Buys huge amounts of creative — strong fit"
2026-07-14,Hunter.io,https://hunter.io,SaaS,Europe,$670k+,90,"$8M ARR (Latka), $0 raised; 31 staff, Paris — fully bootstrapped; 10+ years old, category leader in email finding",bootstrapped ($0 raised),31,foundersignal,EmailHunter,FALSE,,,,,Antoine Finkelstein (Co-founder),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): $8M ARR fully bootstrapped — X (@EmailHunter) stale for years, company markets via SEO/content instead"
2026-07-14,Wisepops,https://wisepops.com,SaaS,Europe,$840k+,90,"$10.1M ARR (Latka), $0 raised; 17 staff — extreme revenue-per-head, fully bootstrapped; Founded 2013, Paris",bootstrapped ($0 raised),17,foundersignal,wisepops,FALSE,,,,,,,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): $10M ARR with 17 people and $0 raised — X unindexed, IG only 18 posts; quiet company, big budget"
2026-07-14,OptiMonk,https://www.optimonk.com,SaaS,Europe,$1.25M (est.),90,"~$15M est. ARR (run-1 research), no funding records; 47 staff, Budapest; Popup/CRO platform, founded 2014",bootstrapped (no funding records),47,foundersignal,OptiMonk,FALSE,,,,,Csaba Zajdo (Founder),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): ~$15M ARR unfunded — X stale since 2024, IG recency unverifiable"
2026-07-14,Missive,https://missiveapp.com,SaaS,Canada,$670k+,90,"$8M ARR bootstrapped (run-1 research); Small team (~10), Quebec City, no funding records; Team-inbox product, 10 years old",bootstrapped (no funding records),~10,foundersignal,missiveapp,FALSE,,,,,Philippe Lehoux (Co-founder & CEO),,,none,Requalified 2026-07-14 (social bar relaxed per Rayan): $8M ARR with ~10 people — newest indexed X activity Mar 2025
2026-07-14,Ghost,https://ghost.org,SaaS,UK,$500-830k,85,~$6-10M ARR — Ghost Foundation publishes transparent revenue metrics; Zero investors by charter (non-profit foundation); Product age 13 years; powers major publishers,"bootstrapped (non-profit foundation, no investors)",~30-40,producthunt,Ghost,FALSE,,,,,John O'Nolan (Founder & CEO),JohnONolan,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): X newest indexed Aug 2025; primarily active on ActivityPub/own network — company very much alive and shipping
2026-07-14,Castos,https://castos.com,SaaS,US,$300k+,85,"$3.6M ARR (run-1 research); TinySeed portfolio (bootstrap-compatible funding, quiet since); Founder Craig Hewitt's public revenue trail; podcast hosting since 2017",lightly funded (TinySeed only),~10-15,producthunt,CastosHQ,FALSE,,,,,Craig Hewitt (Founder & CEO),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): $3.6M ARR podcast host — X dormant since Dec 2023, founder markets via his own podcast instead"
2026-07-14,Canny,https://canny.io,SaaS,Canada,$290k+,85,"$3.5M ARR bootstrapped (run-1 research); Husband-wife founded, remote team, $0 raised; Feedback-management category staple, founded 2017",bootstrapped ($0 raised),~10-15,foundersignal,cannyHQ,FALSE,,,,,Sarah Hum (Co-founder),,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): $3.5M ARR bootstrapped — X newest indexed mid-2024
2026-07-14,Olark,https://www.olark.com,SaaS,US,$600k,80,"$7.2M revenue 2024 (Latka); Bootstrapped, founded 2009; Note: revenue declining from $14.4M in 2018 — established but shrinking",bootstrapped,~20-30,foundersignal,olark,FALSE,,,,,Ben Congleton (Co-founder & CEO),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): $7.2M rev, X dormant. Caveat kept from original review: revenue has been declining since 2018 — pitch accordingly"
2026-07-14,Craft CMS,https://craftcms.com,Tech/Software,US,$830k (est.),80,"~$10M revenue (run-2 research); 8 staff (Pixel & Tonic), bootstrapped; CMS powering 150k+ sites, founded 2010",bootstrapped,8,foundersignal,,FALSE,,,,,Brandon Kelly (Founder & CEO),brandonkelly,,none,Requalified 2026-07-14 (social bar relaxed per Rayan): ~$10M with 8 people — the @craftcms X handle is a parody account (left blank); reach via founder or site
2026-07-14,Lumen5,https://lumen5.com,SaaS,Canada,$580k+,75,"~$7M revenue (run-2 research); Only ~$250k total raised — essentially bootstrapped; 49 staff, Vancouver; active product-updates cadence in 2026",lightly funded (~$250k total),49,producthunt,LumenFive,FALSE,,,,,Michael Cheng (Co-founder & CEO),,,one (AI video-maker product — some internal video/design likely),Requalified 2026-07-14 (social bar relaxed per Rayan): X newest indexed ~May 2025 but product updates shipping through 2026; deprioritized one notch as video-adjacent product
2026-07-14,Tuple,https://tuple.app,SaaS,US,$170k+,70,"~$2M+ ARR (run-1 research); 9 staff, bootstrapped; Pair-programming tool, markets via creator sponsorships",bootstrapped,9,foundersignal,tuple,FALSE,,,,,Ben Orenstein (Co-founder & CEO),r00k,,none,"Requalified 2026-07-14 (social bar relaxed per Rayan): company X stale since ~2023 — but they already SPEND on creator sponsorships, proven external-content buyer"
2026-07-14,Crisp,https://crisp.chat,SaaS,Europe,$115k+,80,"$1.4M+ revenue (run-1 research); Team of 14, Nantes France, bootstrapped; Customer-messaging platform, founded 2015",bootstrapped,14,foundersignal,crisp_im,FALSE,,,,,Baptiste Jamin (Co-founder & CEO),,,none,Requalified 2026-07-14 (social bar relaxed per Rayan): X stale since ~2023
2026-07-14,Transistor,https://transistor.fm,SaaS,Canada,$83k+,80,"$1M+ ARR (founder-public; Justin Jackson builds in public); Team of 6, bootstrapped; Podcast hosting, founded 2018",bootstrapped,6,foundersignal,TransistorFM,FALSE,,,,,Justin Jackson (Co-founder),mijustin,,none,"Requalified 2026-07-14 (social bar relaxed per Rayan): left X for Bluesky — very active there, just outside our original qualification channels"
2026-07-14,EmailOctopus,https://emailoctopus.com,SaaS,UK,$80k+ (est.),75,"Run-1 audit (2026-07-12): passed revenue bar at confidence 75; Bootstrapped email-marketing platform, London, ~10 years old, no funding records",bootstrapped (no funding records),~10-20,foundersignal,EmailOctopus,FALSE,,,,,Jonathan Bull (Co-founder & CEO),,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): X stale since ~2020 — budget-friendly Mailchimp alternative with a large user base
2026-07-14,Matomo,https://matomo.org,SaaS,Other,$250k+ (est.),75,"1M+ websites run Matomo (own claim); Bootstrapped (InnoCraft, New Zealand), no VC; 18 years old (ex-Piwik), the leading self-hosted analytics",bootstrapped (no VC),~30-40,g2,matomo_org,FALSE,,,,,Matthieu Aubry (Founder),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): no confirmed-active social within our channels — privacy-analytics leader, GA-alternative wave buyer"
2026-07-14,PageFly,https://pagefly.io,SaaS,Other,$150k+ (est.),75,"11,900+ Shopify reviews; 160k+ merchants (install/review proxy); Paid page-builder pricing at scale; Founded 2017, Vietnam",bootstrapped (no funding records),~30-40,shopify,,FALSE,,,,,,,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): own X stale since 2023 — top Shopify page builder by review volume
2026-07-14,Growave,https://growave.io,SaaS,Other,$110k,75,"$110k/mo revenue (run-2 research); Bootstrapped, Kyrgyzstan-based, Shopify loyalty/reviews suite; Founded 2014",bootstrapped,~20-40,shopify,growaveio,FALSE,,,,,,,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): X and IG both low-signal with no dated activity
2026-07-14,Appstle,https://appstle.com,SaaS,US,$100k+ (est.),70,"40,000+ Shopify merchants across its app suite (install proxy); Subscription/loyalty apps priced monthly at scale; No funding records",bootstrapped (no funding records),~20-40,shopify,,FALSE,,,,,,,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): X posts not visible/stale — biggest independent Shopify subscriptions vendor
2026-07-14,Everhour,https://everhour.com,SaaS,Europe,$150k+ (est.),70,"Run-2 audit (2026-07-12): passed revenue bar at confidence 70; healthy G2 review volume; Bootstrapped time-tracking SaaS, founded 2015, no funding records",bootstrapped (no funding records),~15-25,g2,everhour,FALSE,,,,,Mike Kulakov (Founder & CEO),,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): X stale
2026-07-14,AppSignal,https://www.appsignal.com,SaaS,Europe,$150k+ (est.),70,"Run-2 audit (2026-07-12): passed revenue bar at confidence 70; Bootstrapped APM (Amsterdam), 10+ years old, no funding records",bootstrapped (no funding records),~15-25,g2,AppSignal,FALSE,,,,,,,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): X stale — developer-tools APM, one of few indie players left in the category"
2026-07-14,Paperform,https://paperform.co,SaaS,Australia,$170k+ (est.),70,"Run-2 audit (2026-07-12): passed revenue bar at confidence 70; Bootstrapped, husband-and-wife founded (Sydney), founded 2016, no funding records",bootstrapped (no funding records),~15-25,capterra,paperform,FALSE,,,,,Dean McPherson (Co-founder & CEO),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): X stale — profitable forms SaaS, founder-led"
2026-07-14,Sunsama,https://www.sunsama.com,SaaS,US,$250k+ (est.),70,"Run-2 audit (2026-07-12): passed revenue bar at confidence 70; profitable (own statements); YC-only funding, quiet for years — lightly funded; Daily-planner app with loyal paid base, founded 2013","lightly funded (YC only, quiet years)",~10-20,producthunt,sunsama,FALSE,,,,,Ashutosh Priyadarshy (Founder & CEO),,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): X stale — calm-productivity brand that leans on aesthetic content
2026-07-14,Fera,https://www.fera.ai,SaaS,Canada,$80k+ (est.),65,"Run-2 audit (2026-07-12): passed revenue bar at confidence 65; solid Shopify install/review base; Bootstrapped product-reviews app, founded 2017, no funding records",bootstrapped (no funding records),~10-20,shopify,,FALSE,,,,,Jay El-Kaake (Founder),,,unknown,Requalified 2026-07-14 (social bar relaxed per Rayan): all socials failed the activity check
2026-07-14,Socialinsider,https://www.socialinsider.io,SaaS,Europe,$80k+ (est.),65,"Run-2 audit (2026-07-12): passed revenue stage at confidence 65; G2 review volume in sweet spot; bootstrapped, Romania, founded 2017",bootstrapped (no significant funding records),~15-25,g2,socialinsider,FALSE,,,,,Adina Jipa (Co-founder),,,unknown,"Requalified 2026-07-14 (social bar relaxed per Rayan): X newest indexed Jun 2025 and sparse — social-analytics tool, content-hungry audience"
2026-07-14,Hypefury,https://hypefury.com,SaaS,Europe,$70k,80,"~$70k MRR reported 2025 (run-1 research); Bootstrapped, no funding records; X-growth scheduling tool, founded 2019, ~10 team",bootstrapped,~10,indiehackers,hypefury,FALSE,,,,,Yannick Veys (Co-founder),,,none,Requalified 2026-07-14 (MRR bar lowered to $50k per Rayan): $70k MRR cleared the new bar — audience-growth tool whose own users are creators
2026-07-14,Mailmeteor,https://mailmeteor.com,SaaS,Europe,$64k,75,"$770k est. ARR (~$64k MRR, run-1 research); Bootstrapped, Paris; top-rated Gmail mail-merge add-on; 5M+ users of the Google Workspace add-on",bootstrapped,~10,foundersignal,mailmeteor,FALSE,,,,,,,,unknown,Requalified 2026-07-14 (MRR bar lowered to $50k per Rayan): $64k MRR clears the new bar
2026-07-14,WP Fusion (Very Good Plugins),https://wpfusion.com,Tech/Software,US,$67k,80,"~$800k/yr per own public transparency report (~$67k MRR); Bootstrapped, no funding; founded 2015; Small remote team (~5), founder-led",bootstrapped,~5,wordpress,wpfusionplugin,FALSE,,,,,Jack Arturo (Founder),,,none,"Requalified 2026-07-14 (MRR bar lowered to $50k per Rayan): $67k MRR clears the new bar — publishes revenue transparently, no creative hires"
2026-07-14,LifterLMS,https://lifterlms.com,Tech/Software,US,$62k,75,"$750k ARR reported (~$62k MRR, run-1 research); Bootstrapped WordPress LMS plugin, founded 2014; Founder-led (~10 team)",bootstrapped,~10,wordpress,lifterlms,FALSE,,,,,Chris Badgett (Co-founder & CEO),,,unknown,Requalified 2026-07-14 (MRR bar lowered to $50k per Rayan): $62k MRR clears the new bar — courses/LMS space buys explainer content heavily
2026-07-14,Better Proposals,https://betterproposals.io,SaaS,UK,$82k,65,"~$990k/yr (run-2 research, ~$82k MRR); Bootstrapped, Brighton UK, founded 2015; Proposal software with 10k+ customers",bootstrapped,~15,capterra,betterproposals,FALSE,,,,,Adam Hempenstall (Founder & CEO),,,unknown,Requalified 2026-07-14 (bars relaxed per Rayan): was a double-fail on borderline MRR + inactive X; both bars now cleared/relaxed
2026-07-14,Testimonial.to,https://testimonial.to,SaaS,US,$50k,75,"~$50k MRR as of 2025 (founder-public; run-1 research); Bootstrapped, $0 raised — Damon Chen builds in public (also runs PDF.ai); Founded 2020",bootstrapped ($0 raised),~3-5,indiehackers,testimonialto,FALSE,,,,,Damon Chen (Founder & CEO),damengchen,,none,Requalified 2026-07-14 (MRR bar lowered to $50k per Rayan): sits exactly at the new bar; very small team — treat as lower priority
